run,event,rec_particle_pid_list,rec_particle_charge_list,rec_particle_status_list,rec_particle_px_list,rec_particle_py_list,rec_particle_pz_list,rec_particle_p_list,rec_particle_theta_deg_list,rec_particle_vx_list,rec_particle_vy_list,rec_particle_vz_list,mc_lund_pid_list,mc_lund_px_list,mc_lund_py_list,mc_lund_pz_list,mc_lund_p_list,mc_lund_theta_deg_list,mc_lund_vx_list,mc_lund_vy_list,mc_lund_vz_list,rec_track_pindex_detector_list,rec_traj_pindex_detector_layer_list,rec_scintillator_pindex_detector_component_list
11,2328,"11,211,211","-1,1,1","-2231,4100,2210","0.93521935,-0.55505282,-0.52346057","-1.15569818,-0.44613805,-0.39063412","3.28167582,0.88948262,0.80671847","3.60273086,1.13943061,1.03797913","24.37197095,38.68099018,38.99498414","0.40389776,0.00132392,0.03261495","0.36376077,-0.00164713,0.01508517","-2.68697667,-2.77065277,-3.16307569","11,211","0.93534797,-0.55502099","-1.14176297,-0.44627100","3.25738811,0.88782400","3.57618174,1.13817290","24.37602735,38.73547187","0.00000000,0.00000000","0.00000000,0.00000000","-6.57672596,-6.57672596","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:18,0:12:47,1:4:32,2:12:20,2:12:51"
11,4839,"11,211,211","-1,1,1","-2231,4100,2230","-1.02573764,-3.42259121,-0.50725633","-1.40157509,0.99251807,0.37848571","4.03600883,4.14245415,0.78405869","4.39384999,5.46435257,1.00762515","23.28373496,40.70416705,38.91074526","0.38322303,0.00017073,1.32395136","-0.26633191,0.00058876,1.71306634","-2.31631875,-2.96421528,-9.91591263","11,211","-1.02095699,-3.63480711","-1.40101695,1.05289304","4.05469179,4.36966085","4.40973097,5.78051403","23.14875093,40.89334960","0.00000000,0.00000000","0.00000000,0.00000000","-4.51515198,-4.51515198","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:17,0:12:43,1:4:23,2:12:18,2:12:47"
11,385,"11,211,211","-1,1,1","-2231,4100,2230","-1.15046835,-0.74008417,-0.27631253","3.13433218,0.85099745,0.64378041","9.38192177,1.29132569,0.88147968","9.95831671,1.71448047,1.12596992","19.58944394,41.13272950,38.47657994","0.26067036,-0.00554158,-8.19520664","0.08198093,-0.00481933,-3.54364252","-5.17591858,-4.63005209,-9.65887356","11,211","-1.15667498,-0.76377797","3.18220711,0.87376499","9.49632740,1.33590996","10.08189333,1.76959811","19.62362562,40.98137529","0.00000000,0.00000000","0.00000000,0.00000000","-2.15382290,-2.15382290","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:34,1:4:19,2:12:21,2:12:53"
11,2574,"11,321,211","-1,1,1","-2231,4100,2210","-2.76129675,0.75683731,0.70800877","-2.32580566,-0.16952315,-0.17790236","7.76529408,0.98397082,0.92509896","8.56352286,1.25289241,1.17844548","24.93490674,38.24607007,38.27781034","0.44279012,-0.00103142,0.04127039","-0.49151698,-0.00460480,0.30895898","-2.10493159,-2.03832841,-2.36964035","11,211","-2.82338905,0.74406600","-2.38568091,-0.16784900","7.96511316,0.97253698","8.78100375,1.23597560","24.89447814,38.10717444","0.00000000,0.00000000","0.00000000,0.00000000","-4.60326195,-4.60326195","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:1,2:12:21,2:12:53"
11,3945,"11,211,211","-1,1,1","-2231,4100,2210","1.40552258,0.63079864,0.53225559","-3.07574201,-0.50183922,-0.47182766","9.38655663,1.01983142,0.90267730","9.97713024,1.29992525,1.14923612","19.81242894,38.32269442,38.23689453","0.06120215,-0.00615784,0.02239499","0.04607532,-0.00774025,0.05408652","-5.45416546,-5.42811584,-5.92132759","11,211","1.39715600,0.60130399","-3.06207395,-0.48474601","9.33316803,0.97447300","9.92151033,1.24343991","19.83049797,38.40020206","0.00000000,0.00000000","0.00000000,0.00000000","-3.38776207,-3.38776207","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,1:4:45,2:12:20,2:12:52"
11,1355,"11,0,211","-1,1,1","-2131,4000,2230","-1.07234788,-0.22810632,-0.21218404","0.61102355,0.63415658,0.63527274","4.47730446,0.85400987,0.84547907","4.64430134,1.08789702,1.07862337","15.41138338,38.27841135,38.38554601","0.11994979,-0.00748949,-0.44660479","0.17377171,-0.00269397,-0.16664541","-0.70218486,-1.45282114,-1.22853982","11,211","-1.06646299,-0.23650700","0.60734499,0.64946300","4.44686222,0.88739198","4.61311119,1.12481211","15.42883471,37.91486960","0.00000000,0.00000000","0.00000000,0.00000000","-6.32430696,-6.32430696","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:28,2:12:19,2:12:49"
11,3806,"11,321,211","-1,1,1","-2221,4100,2230","0.19888243,-0.57828861,-0.53608787","-0.14338000,-0.48799530,-0.38795581","1.60410845,0.92613328,0.84192175","1.62273719,1.19594313,1.07085580","8.69003532,39.24971900,38.16690835","-0.26073033,0.00217630,0.63060224","-0.34787843,-0.00257898,-0.83495522","-5.88780785,-4.84805775,-6.87089396","11,211","0.20027199,-0.56367898","-0.14840101,-0.47644401","1.60881901,0.91175801","1.62801423,1.17304541","8.80709609,38.98987042","0.00000000,0.00000000","0.00000000,0.00000000","-4.16191292,-4.16191292","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,1:4:32,2:12:20,2:12:51"
11,4394,"11,321,211,2112,22,2112,2112","-1,1,1,0,0,0,0","-2231,4100,2220,2010,2020,2010,2010","-0.02239188,-0.77813476,-0.70141053,-0.22819011,-0.07941668,-0.35866812,-0.00000000","-0.84928995,-0.15116629,-0.07921352,-0.68358320,-0.45497927,-0.35203236,-0.00000000","2.27320457,0.97497153,0.90039778,1.56924617,1.23775852,0.89530647,0.00000000","2.42677849,1.25654862,1.14410125,1.72681506,1.32112047,1.02671480,0.00000000","20.49267403,39.11218185,38.09477018,24.66658453,20.46260345,29.30683644,nan","-0.76410121,0.00008655,0.21104024,-0.76410121,-0.76410121,-0.76410121,-0.76410121","0.04564138,-0.00044551,-1.58743072,0.04564138,0.04564138,0.04564138,0.04564138","-2.62494111,-3.24392247,-5.02008772,-2.62494111,-2.62494111,-2.62494111,-2.62494111","11,211","-0.10948900,-0.78214300","-1.32018399,-0.15173800","3.53445101,0.96758902","3.77454865,1.25339563","20.54605774,39.46850203","0.00000000,0.00000000","0.00000000,0.00000000","-2.98318696,-2.98318696","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,1:4:28,2:12:19,2:12:49"
11,64,"11,321,211,2112,2112,22","-1,1,1,0,0,0","-2231,4100,2230,2010,2010,2010","-0.16403796,-0.31289282,-0.30183071,0.07382213,0.16038729,-0.09470095","-0.60049754,-0.62661469,-0.62610847,-0.64155275,-0.39195719,-0.15462920","1.82664907,0.90818620,0.88717920,1.09791207,0.73896074,0.54603362","1.92980636,1.14688712,1.12703173,1.27375451,0.85171445,0.57535309","18.81848058,37.63933213,38.07705187,30.46381678,29.81727206,18.37004365","0.26595932,-0.00339989,0.00962836,0.26595932,0.26595932,0.26595932","-0.05459084,0.00169769,0.01909421,-0.05459084,-0.05459084,-0.05459084","-2.32687330,-2.73065305,-1.36472189,-2.32687330,-2.32687330,-2.32687330","11,211","-0.25767401,-0.31760100","-0.75668502,-0.63509703","2.38792205,0.95011300","2.51816199,1.18614221","18.50792465,36.77324205","0.00000000,0.00000000","0.00000000,0.00000000","-5.24096394,-5.24096394","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:35,2:12:18,2:12:46"
11,140,"11,321,211","-1,1,1","-2231,4100,2220","1.05076051,1.97245276,0.50794011","-1.75679171,-0.89503866,-0.54082757","8.53349304,2.86125016,0.92987436","8.77558649,3.58865108,1.18960664","13.48946030,37.12646719,38.58668717","-0.34515586,-0.00782756,5.71157980","-0.18902948,-0.01725008,5.42588329","-3.78146863,-3.77404165,2.01820087","11,211","1.04562402,1.95379603","-1.75237298,-0.89663798","8.49193573,2.84340906","8.73367695,3.56458324","13.51205146,37.09054581","0.00000000,0.00000000","0.00000000,0.00000000","-2.93255591,-2.93255591","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:9,0:12:25,1:4:46,2:12:22,2:12:57"
11,3058,"11,211,211","-1,1,1","-2231,4100,2200","0.30355665,-0.11823180,-0.08226103","0.47089118,0.78545767,0.73108494","4.19106579,1.02442229,0.94030416","4.22834691,1.29628837,1.19391121","7.61406215,37.78892634,38.03979184","-0.30764252,-0.00224906,-0.56139338","0.18870515,-0.00033854,-0.10698515","-4.99235725,-5.51672459,-5.05479717","11,211","0.29959899,-0.12071800","0.46879399,0.79735798","4.18610716,1.02708101","4.22291611,1.30585144","7.57049213,38.13832647","0.00000000,0.00000000","0.00000000,0.00000000","-5.42535400,-5.42535400","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:7,0:12:20,1:4:16,2:12:20,2:12:54"
11,1578,"11,211,211","-1,1,1","-2231,4100,2230","0.52172232,-0.63077390,-0.57873923","-1.09562171,-0.56525314,-0.45966345","3.20747161,1.01735973,0.91304100","3.42935201,1.32378535,1.17468014","20.72339648,39.77854325,38.98891029","0.22293128,-0.00654077,0.40509519","0.12787920,0.00729893,-0.45304272","-2.85157394,-2.56019640,-3.20309258","11,211","0.52674401,-0.61433202","-1.10890698,-0.54682201","3.24337411,0.99194503","3.46794025,1.28855465","20.73222199,39.66297665","0.00000000,0.00000000","0.00000000,0.00000000","-1.50092900,-1.50092900","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:40,1:4:32,2:12:22,2:12:56"
11,2367,"11,45,211,211,2112,22,22,2112","-1,1,1,1,0,0,0,0","-2231,4100,2220,2220,4010,2010,2210,2010","0.38019794,3.90162492,0.68154174,0.44876066,0.53236383,0.03860617,0.08013963,0.00000000","0.71422285,0.60350132,0.04653277,-0.28114218,0.03877248,0.06481195,-0.00897930,0.00000000","3.30725837,4.55082607,0.84767020,0.86100662,0.22633460,0.30608925,0.29044691,0.00000000","3.40479407,6.02469159,1.08867314,1.01082117,0.57977746,0.31524856,0.30143390,0.00000000","13.74726349,40.94294614,38.86497256,31.59318454,67.02173838,13.84521213,15.51704345,nan","0.37871858,-0.00107650,0.54816449,7.38746405,0.37871858,0.37871858,0.37871858,0.37871858","-0.21674797,0.00695958,-8.58267593,11.86111736,-0.21674797,-0.21674797,-0.21674797,-0.21674797","-2.45905042,-1.85602081,-9.05005741,-4.25246811,-2.45905042,-2.45905042,-2.45905042,-2.45905042","11,211","0.40931499,4.24324608","0.74785101,0.66650498","3.46705389,4.99136686","3.57033368,6.58506715","13.81476191,40.71332302","0.00000000,0.00000000","0.00000000,0.00000000","-3.50699210,-3.50699210","0:6,1:5,2:6,3:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7,3:15:1,3:8:1,3:8:2,3:8:3,3:8:4,3:8:5,3:8:6,3:6:6,3:6:18,3:6:36,3:12:3,3:12:2,3:12:1,3:16:1,3:7:1,3:7:4,3:7:7","0:12:11,0:12:30,1:4:2,2:12:15,2:12:41,3:12:19,3:12:50,4:3:1,6:12:10,6:12:28"
11,3613,"11,321,211","-1,1,1","-2231,4100,2230","-3.21359873,-0.71480513,-0.70764095","0.22904207,-0.27632532,-0.24292500","6.90990829,0.96192998,0.92927855","7.62407435,1.22988265,1.19303265","24.99732644,38.54384883,38.83808251","-0.13805231,0.00382124,0.33756697","-2.33687997,-0.00988488,-0.83910203","-1.76499057,-1.54084826,-1.47393417","11,211","-3.37500310,-0.74670202","0.21497899,-0.29308501","7.28599501,0.99540901","8.03259517,1.27839815","24.89868463,38.86398549","0.00000000,0.00000000","0.00000000,0.00000000","-1.88473403,-1.88473403","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:17,0:12:45,1:4:29,2:12:21,2:12:55"
11,1564,"11,211,211","-1,1,1","-2231,4100,2220","-0.75752419,-0.77074742,-0.65079522","0.66762340,0.27592850,0.30804622","3.75863647,1.01282179,0.89606589","3.89190340,1.30230415,1.14950467","15.03712833,38.94814131,38.78303253","-0.01563160,-0.00127331,-0.72072035","-0.04612529,-0.00355673,-1.63561118","-5.53031492,-5.64972019,-6.42621660","11,211","-0.76181000,-0.79195201","0.66733700,0.28170899","3.76835704,1.01788104","3.90207739,1.32008702","15.04307229,39.54982398","0.00000000,0.00000000","0.00000000,0.00000000","-2.78183103,-2.78183103","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:31,1:4:24,2:12:21,2:12:55"
11,2618,"11,211,211,2112,22","-1,1,1,0,0","-2231,4100,2220,2010,2020","-0.90765774,0.41313973,0.39763904,0.53402704,-0.05683915","-0.30864307,-0.49455240,-0.50071543,-0.37721133,-0.01524270","7.44699478,0.82039243,0.79542160,1.05330634,0.46310988","7.50845087,1.04322110,1.02055292,1.23972881,0.46683379","7.33570010,38.14935412,38.79408970,31.82894068,7.24178020","-0.04541399,0.01261889,0.44730949,-0.04541399,-0.04541399","0.16201559,0.01054159,0.39882237,0.16201559,0.16201559","-2.45234799,-2.76926923,-0.82083875,-2.45234799,-2.45234799","11,211","-0.97551000,0.43659300","-0.32050300,-0.51770598","7.98154497,0.87054300","8.04732266,1.10294063","7.33073478,37.88053674","0.00000000,0.00000000","0.00000000,0.00000000","1.03434002,1.03434002","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:2,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:5,0:12:15,1:4:44,2:12:19,2:12:48"
11,4025,"11,211,211","-1,1,1","-2231,4100,2230","-0.74492669,-0.45443308,-0.41521269","-0.11079162,0.52751917,0.50211132","7.62762880,0.87033826,0.81022608","7.66471863,1.11457372,1.03970364","5.63887187,38.65961044,38.80478718","-0.01366328,-0.00271775,-0.33875033","0.13375276,-0.00234122,-0.32982320","-2.02287626,-3.87894917,-3.87747121","11,211","-0.73641503,-0.46200699","-0.11062700,0.53444600","7.58674812,0.87388003","7.62320750,1.12372118","5.60591610,38.95260722","0.00000000,0.00000000","0.00000000,0.00000000","-6.67928982,-6.67928982","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:2,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:3,0:12:11,1:4:20,2:12:19,2:12:49"
11,679,"11,211,211","-1,1,1","-2131,4100,2230","1.07554924,0.63062197,0.55758214","1.02491128,-0.32519934,-0.33590671","5.47646713,0.86503971,0.81872076","5.67441112,1.11880846,1.04596121","15.17815637,39.35973473,38.48741614","-0.21091145,0.00022318,0.21731204","0.20358522,0.00043278,0.41449076","-3.80966163,-3.70409608,-5.14862728","11,211","1.06827998,0.62819397","1.02517903,-0.32427800","5.45707083,0.88012397","5.65436435,1.12889419","15.18004628,38.77294907","0.00000000,0.00000000","0.00000000,0.00000000","2.92813492,2.92813492","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:27,1:4:47,2:12:20,2:12:51"
11,1485,"11,211,211,22,2112","-1,1,1,0,0","-2231,4100,2200,2110,2010","-0.73924023,-0.78118575,-0.71069497,-0.09119134,-0.00000000","-1.31153154,-0.18493116,-0.12660281,-0.08289511,-0.00000000","9.19015026,0.99975491,0.91215801,0.23377776,0.00000000","9.31265016,1.28217026,1.16324883,0.26427164,0.00000000","9.30349354,38.76354730,38.35815078,27.79623768,nan","0.41494864,-0.00005281,0.09523252,0.41494864,0.41494864","-0.22003061,0.00022306,-0.31667536,-0.22003061,-0.22003061","-1.45522404,-1.48386765,-2.82678318,-1.45522404,-1.45522404","11,211","-0.72713500,-0.76470202","-1.31724298,-0.17905900","9.21161938,0.96272898","9.33369091,1.24244855","9.27668017,39.20727221","0.00000000,0.00000000","0.00000000,0.00000000","-5.18654680,-5.18654680","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:6,0:12:17,1:4:28,2:12:19,2:12:51,3:12:48"
11,457,"11,211,211","-1,1,1","-2231,4100,2210","1.88147664,0.48364434,0.47160375","-0.55927354,0.57723773,0.53612411","6.18612957,0.96157891,0.88674384","6.49006474,1.22137186,1.13848751","17.60407458,38.06664154,38.84196146","0.05055704,-0.00680680,0.12538569","0.24361070,0.00570314,-0.14528033","-2.88231754,-3.17652869,-2.33925843","11,211","1.87915206,0.48715001","-0.55686498,0.58331901","6.18817186,0.96880901","6.49113103,1.23132737","17.57410752,38.11248823","0.00000000,0.00000000","0.00000000,0.00000000","-7.67240000,-7.67240000","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:31,1:4:9,2:12:20,2:12:52"
11,465,"11,211,211,2112","-1,1,1,0","-2231,4100,2230,2010","0.91254109,-0.57468361,-0.51941323,1.38668883","1.67247915,0.33928365,0.34090355,1.66692400","7.80552292,0.78256214,0.78468841,7.41730070","8.03468144,1.02848342,1.00087024,7.72773519","13.71699428,40.45733110,38.37114866,16.29525574","0.16527031,-0.01359904,-1.88970268,0.16527031","-0.10864226,-0.02303426,-2.92471099,-0.10864226","-3.93433166,-2.51844120,-0.63118774,-3.93433166","11,211","0.92173702,-0.59980202","1.67799902,0.34788099","7.82074785,0.87080902","8.05166919,1.11314509","13.75530317,38.52871602","0.00000000,0.00000000","0.00000000,0.00000000","-4.76162815,-4.76162815","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:9,0:12:25,1:4:23,2:12:21,2:12:54"
