run,event,rec_particle_pid_list,rec_particle_charge_list,rec_particle_status_list,rec_particle_px_list,rec_particle_py_list,rec_particle_pz_list,rec_particle_p_list,rec_particle_theta_deg_list,rec_particle_vx_list,rec_particle_vy_list,rec_particle_vz_list,mc_lund_pid_list,mc_lund_px_list,mc_lund_py_list,mc_lund_pz_list,mc_lund_p_list,mc_lund_theta_deg_list,mc_lund_vx_list,mc_lund_vy_list,mc_lund_vz_list,rec_track_pindex_detector_list,rec_traj_pindex_detector_layer_list,rec_scintillator_pindex_detector_component_list
11,1720,"11,0,211","-1,1,1","-2231,4000,2220","-0.50106537,-0.75799149,-0.64128679","-1.19877064,-0.02756218,0.01494637","3.71520138,1.08415389,0.79855227","3.93584030,1.32314037,1.02428408","19.27569188,34.97728787,38.77421102","-1.96646106,0.00035695,0.14444712","0.84925580,-0.00981655,4.84845209","-3.57854581,-3.41027236,5.44470739","11,211","-0.54706502,-0.77096999","-1.22372997,-0.03083300","3.78209805,1.10099494","4.01261272,1.34444608","19.51527323,35.02308653","0.00000000,0.00000000","0.00000000,0.00000000","-1.49542499,-1.49542499","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:38,2:12:16,2:12:41"
11,3742,"11,211,211,22","-1,1,1,0","-2231,4100,2100,2010","0.37047926,-0.40894076,-0.39816332,-0.23090523","1.22338796,0.52931529,0.52688187,0.04832729","4.05328751,0.86605197,0.84133250,0.38436913","4.25006736,1.09428207,1.06956949,0.45099045","17.50330731,37.68028166,38.13030606,31.53971681","0.51499534,0.01388091,0.23210852,0.51499534","-0.16754359,0.01072417,0.12347992,-0.16754359","-2.36201024,-2.75459862,-2.12435794,-2.36201024","11,211","0.36675000,-0.40775800","1.21276903,0.53210598","4.00667715,0.87809300","4.20223465,1.10474010","17.54823701,37.35973582","0.00000000,0.00000000","0.00000000,0.00000000","1.47511899,1.47511899","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:34,1:4:20,2:12:47"
11,21,"11,211,211,22","-1,1,1,0","-2231,4100,2210,2010","-2.04767823,0.10090778,0.11366588,-0.10146191","-1.16256011,0.80438536,0.70571381,-0.03832166","5.36755037,1.03962588,0.90285730,0.21531267","5.86132486,1.31834752,1.15156555,0.24108633","23.68651239,37.94675213,38.36931774,26.73539044","-0.11109731,0.03962471,0.03153032,-0.11109731","0.25298122,-0.00497080,-0.03983168,0.25298122","-2.64729476,-2.98606944,-2.56903100,-2.64729476","11,211","-3.47170806,0.10162600","-1.85286105,0.74050403","8.97315025,0.95891601","9.79812617,1.21581001","23.68002262,37.93529977","0.00000000,0.00000000","0.00000000,0.00000000","-5.00015402,-5.00015402","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:40,1:4:13,2:12:20,2:12:53"
11,1892,"11,211,211,22","-1,1,1,0","-2231,4100,2230,2020","0.42329416,0.56994164,0.53480226,0.03771491","1.36840129,0.51986712,0.46322316,0.12007125","4.97074461,1.00046778,0.88589054,0.43095031","5.17300706,1.26334123,1.13375095,0.44895177","16.07492808,37.63450556,38.61288025,16.27996867","0.83386576,0.01434409,-0.04121151,0.83386576","-0.27912307,-0.01572573,-0.01434777,-0.27912307","-6.48250771,-4.44622040,-2.71426654,-6.48250771","11,211","0.49780500,0.54568499","1.56786501,0.49115801","5.63496399,0.95767599","5.87016437,1.20671107","16.27392659,37.47443061","0.00000000,0.00000000","0.00000000,0.00000000","-0.51404798,-0.51404798","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:31,1:4:8,2:12:20,2:12:53"
11,1774,"11,321,211","-1,1,1","-2221,4100,2120","-0.34763905,0.41674668,0.41093802","0.82385170,0.67635822,0.61490601","3.04614258,1.00537121,0.91572636","3.17467623,1.28137017,1.17708718","16.35959726,38.31571198,38.92585703","-0.45877916,0.00462654,-0.27439699","-0.20643547,-0.00285070,0.16366783","-3.03092861,-3.20039964,-2.79375362","11,211","-0.34826401,0.40934601","0.81790298,0.65875602","3.04335308,1.00300896","3.17052852,1.26789220","16.28305558,37.71309130","0.00000000,0.00000000","0.00000000,0.00000000","-3.41590905,-3.41590905","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:33,1:4:10,2:12:50"
11,257,"11,211,0,22","-1,1,1,0","-2231,2230,4000,2010","0.15862393,-0.72357547,-0.71147019,-0.15296452","0.64829224,-0.08725280,-0.08661876,-0.11581503","1.49004078,0.92023927,0.91888988,0.31904274","1.63268671,1.17388876,1.16535456,0.37228959","24.12847025,38.37875338,37.95382132,31.02142352","1.58242655,-0.00528439,-0.00222404,1.58242655","-0.40934306,0.22023250,0.01826786,-0.40934306","-1.34435248,-1.22063470,-1.22598076,-1.34435248","11,211","0.16584000,-0.72045499","0.65983099,-0.08437400","1.48770297,0.92301601","1.63589118,1.17393906","24.57545154,38.16305642","0.00000000,0.00000000","0.00000000,0.00000000","-2.42758393,-2.42758393","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:3,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:20,0:12:52,1:12:19,1:12:48"
11,2640,"11,321,211,2112,22","-1,1,1,0,0","-2231,4100,2100,2010,2010","0.34487349,0.77389014,0.65746701,0.16491258,0.21011943","2.10738921,-0.17244954,-0.19948600,-0.24091557,0.02985190","6.08677816,0.96902722,0.85404140,0.84718978,0.37324917","6.45049575,1.25206172,1.09610412,0.89608426,0.42936727","19.33238077,39.29049694,38.81619393,19.01463165,29.62254849","-0.11457578,-0.00361207,0.29646012,-0.11457578,-0.11457578","0.00021460,-0.01620966,1.10252750,0.00021460,0.00021460","-4.52110529,-4.50047445,-4.78389072,-4.52110529,-4.52110529","11,211","0.34134299,0.74086303","2.10009193,-0.16955701","6.06104612,0.93413502","6.42364237,1.20425738","19.34296165,39.13201992","0.00000000,0.00000000","0.00000000,0.00000000","0.07851900,0.07851900","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,1:4:1,2:12:20"
11,3275,"11,0,211","-1,1,1","-2231,4000,2230","-1.21215916,0.39422244,0.15403141","-3.79405570,-0.97057152,-0.70889324","9.75086117,1.38211441,0.92273217","10.53297119,1.73426084,1.17375038","22.21880926,37.16043251,38.17375871","-0.37788007,-0.01317331,3.13599396","0.14398512,-0.00535068,0.72375703","-1.97756791,-2.59451604,-0.24668875","11,211","-1.21721601,0.38478300","-3.79741406,-0.95736098","9.77233887,1.34966898","10.55464710,1.69888327","22.19854044,37.39715295","0.00000000,0.00000000","0.00000000,0.00000000","1.12754500,1.12754500","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:40,2:12:22,2:12:56"
11,4882,"11,211,211","-1,1,1","-2231,4100,2230","1.39585197,0.75995648,0.67644161","-1.11350143,-0.20135321,-0.22346953","7.96707153,0.99581635,0.90348297","8.16471169,1.26875024,1.15056219","12.63236829,38.29044347,38.25587136","0.00139385,-0.00157738,0.38867468","0.02067399,-0.00595342,1.29158044","-5.32159567,-5.12493992,-4.49009943","11,211","1.40518796,0.77255797","-1.12262106,-0.20490099","8.00637817,0.99769801","8.20590779,1.27837067","12.66082347,38.69866166","0.00000000,0.00000000","0.00000000,0.00000000","-0.61749202,-0.61749202","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:8,0:12:22,1:4:48,2:12:21,2:12:53"
11,4039,"11,211,0","-1,1,1","-2231,2230,4000","-1.97395349,0.23264129,0.22732329","0.12522991,0.63253021,0.60918707","8.27502155,0.84863418,0.82679296","8.50812298,1.08369572,1.05184189","13.44280138,38.45538336,38.18275349","-0.00070776,0.41439700,0.00526195","-0.21547693,-0.19000229,-0.00196354","-1.96325588,-1.72081423,-1.43121254","11,211","-1.98456204,0.23227900","0.12443200,0.62496501","8.30581093,0.85276598","8.54051901,1.08247153","13.46353698,38.02004699","0.00000000,0.00000000","0.00000000,0.00000000","-2.79387999,-2.79387999","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:3,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:9,0:12:24,1:12:19,1:12:48"
11,2377,"11,0,211","-1,1,1","-2231,4000,2130","-0.34424573,0.66787797,0.65618467","-0.97825533,0.14471507,0.13707267","2.39111781,0.85439879,0.85454291","2.60632558,1.09407528,1.08609890","23.44698023,38.65397963,38.11251081","-0.67542297,-0.00380584,-0.06071398","0.25774366,0.01756442,0.08076815","-1.08300018,-0.69190466,-1.01851320","11,211","-0.34969100,0.66147399","-0.98298597,0.14457300","2.38752699,0.86230201","2.60553840,1.09636396","23.60501377,38.13938235","0.00000000,0.00000000","0.00000000,0.00000000","-6.54039478,-6.54039478","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:18,0:12:47,2:12:49"
11,2371,"11,0,211,2112","-1,1,1,0","-2221,4000,2230,2010","-0.87661415,0.66821897,0.66051692,-0.37426460","0.79600364,0.27578411,0.26973936,0.49188149","4.53738976,0.94713587,0.90094805,1.33600760","4.68934750,1.19148639,1.14923858,1.47205220","14.62590139,37.35233905,38.37613186,24.82673332","0.34749290,0.00226586,0.12195610,0.34749290","0.36305469,-0.00549013,-0.40619266,0.36305469","-0.57845157,-1.59177768,-0.95249605,-0.57845157","11,211","-0.87416703,0.66158199","0.80452698,0.27180699","4.54411602,0.90571201","4.69685236,1.15407279","14.65174454,38.29816157","0.00000000,0.00000000","0.00000000,0.00000000","-3.23972511,-3.23972511","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:29,2:12:20,2:12:53"
11,3287,"11,321,211","-1,1,1","-2231,4100,2210","0.24479948,0.50794798,0.48421770","0.93842506,0.62793559,0.55166292","2.59046888,1.01406670,0.91857386","2.76606172,1.29639713,1.17583021","20.52507568,38.53578737,38.62822836","0.66487849,0.00473391,-0.41312262","-0.18268850,-0.00382934,0.30805352","-4.23860359,-4.24514246,-3.97005749","11,211","0.25174001,0.49585599","0.94959801,0.61018699","2.60500598,0.98392302","2.78409152,1.25948634","20.66246206,38.62852635","0.00000000,0.00000000","0.00000000,0.00000000","-2.30533791,-2.30533791","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:9,2:12:20,2:12:52"
11,1033,"11,321,211,22","-1,1,1,0","-2231,4100,2120,2110","-1.99501872,-0.86603892,-0.71333295,-0.04253276","-1.95699394,-0.16872324,-0.11008472,-0.03826844","8.71677303,1.04427636,0.89165545,0.17639259","9.15380014,1.36711523,1.14717565,0.18543962","17.77601051,40.19485890,38.98948157,17.97095693","0.08378043,0.00119026,0.24680556,0.08378043","-0.06389090,-0.00610951,-1.34116685,-0.06389090","-3.61751747,-3.63570762,-4.01189899,-3.61751747","11,211","-2.03672099,-0.87414199","-1.99699795,-0.17249000","8.90280628,1.05033398","9.34859310,1.37734472","17.76516210,40.30792446","0.00000000,0.00000000","0.00000000,0.00000000","-4.27531004,-4.27531004","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:30,1:4:28,2:12:50,3:12:10"
11,818,"11,211,211","-1,1,1","-2231,4100,2230","-0.70653325,0.58229154,0.51706982","-1.88577425,-0.39935249,-0.39448035","6.39465046,0.87898892,0.80396855","6.70424405,1.12746059,1.03408963","17.48011556,38.77435824,38.97093973","-0.22003037,0.00064945,0.48511526","0.10236809,0.00094695,0.71314847","-5.27947569,-4.93000746,-5.30176163","11,211","-0.71237999,0.58086699","-1.89118695,-0.39873999","6.40509892,0.88581598","6.71635061,1.13184363","17.51130173,38.49789182","0.00000000,0.00000000","0.00000000,0.00000000","0.39174700,0.39174700","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:33,1:4:46,2:12:20,2:12:52"
11,1055,"11,211,211","-1,1,1","-2221,4100,2230","1.22768915,-0.56984508,-0.53824848","-0.69710064,-0.46247646,-0.41401398","3.92653179,0.96417660,0.84088796","4.17262769,1.21171135,1.08083836","19.77620576,37.27718223,38.92254117","0.44999346,0.00572164,0.21444568","0.82278925,-0.00704998,-0.21811533","-6.04425192,-4.78028107,-1.85087252","11,211","1.32876897,-0.55108798","-0.74517697,-0.44753999","4.23417377,0.92937899","4.49990480,1.16950216","19.78872477,37.37503844","0.00000000,0.00000000","0.00000000,0.00000000","-4.01679611,-4.01679611","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:35,1:4:32,2:12:20,2:12:53"
11,2349,"11,211,0","-1,1,1","-2231,2210,4000","-1.38488019,0.43961358,0.43325523","-1.94019520,0.47532040,0.47030246","10.12455368,0.82617629,0.81141597","10.40138634,1.04964605,1.03309747","13.24855891,38.08468897,38.24041010","0.04673861,-0.27817130,0.00024601","-0.01922673,0.23424610,-0.00022663","-0.92233580,-0.79747874,-0.80873626","11,211","-1.38449502,0.43847299","-1.93961501,0.47525799","10.12780094,0.81949502","10.40438776,1.04388736","13.24072993,38.27547209","0.00000000,0.00000000","0.00000000,0.00000000","-1.15294802,-1.15294802","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:8,0:12:23,1:12:18,1:12:48"
11,3323,"11,211,211","-1,1,1","-2231,4100,2220","-3.77948642,-0.33966014,-0.31749162","-0.28743672,0.54341489,0.53939331","8.86296463,0.80686480,0.79141814","9.63946469,1.03038806,1.00900383","23.15481477,38.45757800,38.33885148","0.05442987,-0.00814353,-0.08451234","-0.37314308,-0.00509010,-0.09863073","-2.36926866,-1.58019578,-1.70434272","11,211","-3.86795211,-0.35110101","-0.29469201,0.55951500","9.06603241,0.83244401","9.86107705,1.06268151","23.16504904,38.43232473","0.00000000,0.00000000","0.00000000,0.00000000","2.91618299,2.91618299","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:19,2:12:17,2:12:44"
11,3539,"11,211,211","-1,1,1","-2231,4100,2230","-1.82705414,-0.66265190,-0.62778157","1.33273208,-0.31751651,-0.26402894","5.14186239,0.92407477,0.84765166","5.61721021,1.18060935,1.08735197","23.74074386,38.49062377,38.78006688","0.06104315,-0.00485229,0.32025632","0.03524320,0.01012666,-0.66274780","-2.21318316,-2.21015763,-1.64886618","11,211","-1.80899704,-0.66128600","1.32898104,-0.31435701","5.11070490,0.92602301","5.58193205,1.18052451","23.71178204,38.33324794","0.00000000,0.00000000","0.00000000,0.00000000","-5.05326700,-5.05326700","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:42,1:4:30,2:12:21,2:12:53"
11,1239,"11,321,211,2112,22,2112","-1,1,1,0,0,0","-2231,4100,2100,2010,2010,2010","0.64496166,-0.00887552,-0.03321550,0.81221265,0.09855293,0.00000000","-0.64084220,-0.76750618,-0.70171255,-1.35649490,-0.30218774,-0.00000000","3.53158879,0.94682050,0.88567317,2.70455003,0.55804199,0.00000000","3.64674837,1.21885749,1.13045156,3.13278768,0.64221568,0.00000000","14.43724430,39.03059101,38.42074749,30.31032664,29.66518982,nan","-0.10483384,-0.00446573,0.82001847,-0.10483384,-0.10483384,-0.10483384","-0.09266442,0.00005164,-0.00194036,-0.09266442,-0.09266442,-0.09266442","-1.59504044,-1.62756860,-2.04374671,-1.59504044,-1.59504044,-1.59504044","11,211","0.64569700,-0.00941800","-0.64290798,-0.75434798","3.53726912,0.93089300","3.65274254,1.19820339","14.44507894,39.02172016","0.00000000,0.00000000","0.00000000,0.00000000","-2.08458996,-2.08458996","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:30,1:4:38,2:12:54"
11,3836,"11,321,211,2112,2112","-1,1,1,0,0","-2231,4100,2220,2010,2010","0.20244083,-0.07974198,-0.09604881,0.20560619,0.12808158","-0.49379614,-0.74217224,-0.68079782,-0.63115287,-0.51298904","4.58746243,0.96115792,0.87135410,2.47238922,1.98157811","4.61840107,1.21696465,1.10994099,2.55994850,2.05090577","6.63567605,37.83323349,38.27512003,15.02860955,14.93994749","-0.02135064,-0.00773695,0.45739794,-0.02135064,-0.02135064","-0.00432557,0.00083129,-0.02186095,-0.00432557,-0.00432557","-1.79127693,-3.24374747,-2.06928563,-1.79127693,-1.79127693","11,211","0.20098500,-0.08120600","-0.48920700,-0.73899698","4.57570314,0.95479101","4.60616736,1.21009786","6.59329347,37.90600797","0.00000000,0.00000000","0.00000000,0.00000000","0.37586200,0.37586200","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:6,0:12:18,1:4:38,2:12:20,2:12:53"
11,4144,"11,211,211,22,2112,2112","-1,1,1,0,0,0","-2231,4100,2210,2030,2010,2010","-1.28429747,-0.33302328,-0.29650205,-1.99590445,-0.93550569,-0.00000000","0.27064103,0.63417941,0.60241753,0.55341816,0.33801174,0.00000000","3.04096413,0.89178568,0.85492194,4.76823092,2.47258592,0.00000000","3.31211856,1.14383991,1.08706571,5.19864716,2.66516490,0.00000000","23.34540589,38.77218723,38.14509111,23.47900808,21.91444518,nan","0.10117510,-0.01144841,-0.18935503,0.10117510,0.10117510,0.10117510","0.39239398,-0.00601184,-0.12921481,0.39239398,0.39239398,0.39239398","-1.62603343,-1.71212077,-2.49826646,-1.62603343,-1.62603343,-1.62603343","11,211","-3.37950110,-0.33339000","0.86163998,0.63302898","8.04081059,0.89775002","8.76459275,1.14796763","23.44826331,38.55279026","0.00000000,0.00000000","0.00000000,0.00000000","0.39821699,0.39821699","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:43,1:4:18,2:12:17,2:12:45"
